"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"RNF114",7.79632798284848,5.99655294038461,3.25526391181511,0.00327150514471108,0.00884436395061318,-2.43043513406968,"RNF114"
"MTA2",5.62604591739393,11.8392900888462,3.25138979133382,0.00330276465039159,0.00892135670295169,-2.43950773019182,"MTA2"
"MRPL12",6.38335690266666,11.7667444253846,3.24720625040986,0.00333684473443313,0.00900583242455501,-2.449300157817,"MRPL12"
"LBP",-7.2475731069697,5.59358397653846,-3.23645151721188,0.00342602098601999,0.00923098349633765,-2.47445087532679,"LBP"
"P04220",-8.84006124290909,6.82941981846154,-3.23593323314649,0.00343037610367655,0.0092349638562903,-2.47566208269325,"P04220"
"TXNRD1",6.3864156441212,11.8295251784615,3.22835619529595,0.00349465891793898,0.0094001345076833,-2.49336045495777,"TXNRD1"
"AGPS",6.45746809375757,5.82763752269231,3.22723833283982,0.00350424060378548,0.00941801348203317,-2.49597014351056,"AGPS"
"PC",-5.74497353466667,11.8168944815385,-3.22109991628779,0.00355730906798623,0.00955263999930361,-2.51029402901298,"PC"
"DES",-7.75410820165455,7.91765616296154,-3.22043310227358,0.00356312034348178,0.00956024513564634,-2.51184936801053,"DES"
"PTGES2",6.74393518127272,6.10492791807692,3.217782677617,0.00358630942643985,0.00961442518750667,-2.51803018349408,"PTGES2"
"PMPCB",7.35863834993939,9.14143527153846,3.21583800710584,0.00360341624019463,0.00965222263337611,-2.52256386933755,"PMPCB"
"RRM1",7.2214726150303,6.53338950461538,3.21413902250116,0.00361842620194731,0.00968434502255957,-2.52652387295069,"RRM1"
"ELMO1",6.77553690896969,8.43352592769231,3.21123523013194,0.00364421993630787,0.00974525147967664,-2.53329009200438,"ELMO1"
"TPRKB",5.18861249366666,10.7838709058077,3.20823994352695,0.00367101212345867,0.00980872431655194,-2.54026691096075,"TPRKB"
"TOR1AIP1",5.54824924660605,11.6958497196154,3.20637462648005,0.00368779283225022,0.00983814583791984,-2.54461039657776,"TOR1AIP1"
"TPP2",7.3486877740606,8.41407911923077,3.20633445710201,0.00368815501496341,0.00983814583791984,-2.5447039217422,"TPP2"
"PLS1",5.99065466854544,12.6769407196154,3.2047775263736,0.00370221935941111,0.00986746007005836,-2.54832851045604,"PLS1"
"RPRD1B",5.44909537569695,11.5167816442308,3.20217842373157,0.00372581330778089,0.00992210365532688,-2.55437771689275,"RPRD1B"
"AKR1C1",-3.58404940963637,14.6445304303846,-3.1944030620455,0.00379726439571571,0.0101039978821324,-2.57246231050684,"AKR1C1"
"IGLV1-40",-9.82013438054546,9.62920379192308,-3.19245433106288,0.00381537799916998,0.0101437845893425,-2.57699201751926,"IGLV1-40"
"TPD52",5.71066808042423,12.0540162811538,3.19128325253839,0.00382630328116035,0.0101644099579831,-2.5797135739231,"TPD52"
"SRSF5",4.93687493648484,12.1261603869231,3.19086829702905,0.00383018173150936,0.0101662970855364,-2.58067782166449,"SRSF5"
"EVL",5.4968438485515,11.4187154346538,3.18589175019641,0.00387699193971486,0.0102820389541694,-2.59223800015786,"EVL"
"NT5C2",5.24298360096969,11.1798904976923,3.18285390411889,0.00390583676712808,0.0103499836380793,-2.59929106135156,"NT5C2"
"UBE2V1",-1.01619035848485,16.4565311034615,-3.17768424643769,0.00395539925859974,0.010464036455768,-2.61128723514641,"UBE2V1"
"SARS2",8.88825117327272,8.66773147807692,3.17571559059973,0.00397443190391544,0.010497079818654,-2.61585337551721,"SARS2"
"PFN2",6.10197808521211,13.0832272176923,3.16673263636301,0.0040624024239504,0.0107193560644002,-2.63667372185069,"PFN2"
"CFI",-7.62269578666668,10.3291972723077,-3.16644282650867,0.00406527152707231,0.0107193560644002,-2.6373450237243,"CFI"
"LANCL1",6.44110808072727,12.09993051,3.16563868829861,0.00407324267217871,0.0107315564326941,-2.63920755752088,"LANCL1"
"INPP5D",6.78232960927272,6.21762142961538,3.15589546101043,0.00417102705286993,0.0109801688372925,-2.66175898384841,"INPP5D"
"COPZ1",6.09175472684849,13.0729896426923,3.15428417248753,0.00418741428714048,0.0110142724978966,-2.6654856266521,"COPZ1"
"SH3GLB1",6.13783228672726,11.5594887757692,3.15371243042643,0.00419324393004419,0.0110205731134413,-2.66680777914635,"SH3GLB1"
"IGLL1",9.32213936236363,10.0511454080769,3.14700043244489,0.00426226776229066,0.0111928128062117,-2.68232172552619,"IGLL1"
"BROX",7.7963622480606,9.85469865423077,3.14092471246171,0.00432568947233785,0.0113500715590615,-2.69635297344721,"BROX"
"ENAH",5.96893173769696,12.8564785876923,3.13093632385094,0.00443193017014864,0.0116193332647116,-2.71939514660065,"ENAH"
"LGALS3",-1.40965644969698,15.64707986,-3.12504844614659,0.00449572618291422,0.0117769676089565,-2.73296322957667,"LGALS3"
"SF3A1",5.92952161454544,11.15025916,3.12259848843024,0.00452253097007772,0.0118375219273894,-2.73860572154362,"SF3A1"
"H1F0",-3.74402522969699,15.0226728007692,-3.11884873270996,0.00456385426972834,0.0119336417756581,-2.74723810513528,"H1F0"
"PPME1",5.40219313054544,11.7212682684615,3.11859250078625,0.004566691212374,0.0119336417756581,-2.74782781916432,"PPME1"
"SRP9",5.4042859300606,13.6215975846154,3.11293899635028,0.00462971821391816,0.0120786713402141,-2.76083397966339,"SRP9"
"TRIM29",7.11990115993939,10.8723522573077,3.11109126876398,0.00465049775405001,0.0121230278576332,-2.76508256426211,"TRIM29"
"RPS24",5.58780833018181,12.1311224269231,3.11065698689575,0.00465539466831444,0.0121259427683612,-2.76608097534915,"RPS24"
"P01781",-9.14139668509091,7.82999789615385,-3.10931859597496,0.0046705173755614,0.0121554665516436,-2.76915754894708,"P01781"
"IGLV1-47",-5.61020442424242,13.7196053223077,-3.10831072853997,0.00468193656137096,0.0121753115279088,-2.7714739675167,"IGLV1-47"
"CELF2",5.46972177585454,11.3602855213846,3.10704267049154,0.00469634179925024,0.01220288326623,-2.77438793096773,"CELF2"
"LDHAL6B",6.9672663061212,8.90627304961538,3.10221958871543,0.00475152202862902,0.0123362736164001,-2.78546654509485,"LDHAL6B"
"UQCRC2",6.46074011375756,9.81240915653846,3.09853227790765,0.00479412723258346,0.012436826426322,-2.79393126247939,"UQCRC2"
"STRN",6.91967828987878,7.52907925576923,3.09330704124079,0.00485513079654254,0.0125849068869992,-2.80591900054861,"STRN"
"GMPPB",5.56525848551514,12.1131597811538,3.09268924704785,0.00486239245820794,0.0125935572222674,-2.80733576159818,"GMPPB"
"EPHX2",5.81868939121211,12.7339373626923,3.09166145039323,0.00487449645370392,0.0126147250967225,-2.8096924904187,"EPHX2"
"DENR",8.09350912957576,10.3948332792308,3.08927102657557,0.00490275951514888,0.0126774567720331,-2.81517238942575,"DENR"
"PRKAA1",5.44303118606059,11.9044671769231,3.08894402614785,0.00490663799029763,0.0126774567720331,-2.81592187379689,"PRKAA1"
"FKBP5",5.58968589230302,12.1724757003846,3.07972126129162,0.00501724691585879,0.0129528120297593,-2.83704612409219,"FKBP5"
"TRIP12",6.70583935296969,7.32273076923077,3.07746049165822,0.00504472307257669,0.0130132768005616,-2.84222006513932,"TRIP12"
"POLR2C",7.2810861709697,6.82512867346154,3.07443142944839,0.00508176283500967,0.0130982947289526,-2.84914968015858,"POLR2C"
"ATP6V1D",5.20770364751514,11.4315113438462,3.07152616242328,0.0051175336478268,0.013179908086578,-2.85579326123754,"ATP6V1D"
"ABI1",7.46294408018182,7.00001857346154,3.07052788324268,0.00512988047761658,0.0132011118305305,-2.85807542298774,"ABI1"
"ANXA3",-7.03283201745455,4.80448463846154,-3.06482870827477,0.00520091707995866,0.0133731914339642,-2.87109799776608,"ANXA3"
"CAD",5.47175771521211,11.9383265026923,3.0639807841998,0.00521156613463306,0.0133898444563951,-2.87303458248836,"CAD"
"MDP1",7.08793198133332,10.9284948676923,3.0625139968179,0.00523003682127516,0.0134265505275776,-2.87638403581471,"MDP1"
"PRKCB",7.3011721510909,8.00930725346154,3.061717048233,0.00524009876591199,0.0134416282492499,-2.87820359351584,"PRKCB"
"PSMD10",6.38445855696968,12.2854106415385,3.06059073446001,0.00525435077085314,0.0134674214246547,-2.88077478451199,"PSMD10"
"SERPING1",-3.61278624915153,14.9852163526923,-3.05595865580277,0.00531335490774386,0.0136077860326816,-2.89134464159083,"SERPING1"
"LSM2",5.63511517187877,10.7209219592308,3.05366425942866,0.00534281579990116,0.0136614309975162,-2.89657754185337,"LSM2"
"RTRAF",5.449915492,12.0388917946154,3.05193845897562,0.00536507873414631,0.0137074344409837,-2.90051247210392,"RTRAF"
"RTN4",-5.16719631503031,12.9674740892308,-3.04806440431663,0.00541537825257146,0.0138249393894207,-2.90934193144654,"RTN4"
"ASAH1",-1.09623109242425,14.5967899942308,-3.04631529782695,0.00543823576332326,0.0138722564105758,-2.91332672083108,"ASAH1"
"PPIL1",5.39750601096969,11.9070711319231,3.04333289243081,0.0054774233184267,0.0139429140659009,-2.92011882880514,"PPIL1"
"CNOT1",6.68114212430303,7.36262345807692,3.04309353342323,0.0054805800859504,0.0139429140659009,-2.92066381381031,"CNOT1"
"IARS",5.13170326375757,13.1941381976923,3.04276729464794,0.00548488546491087,0.0139429140659009,-2.92140658018042,"IARS"
"ALDH5A1",5.76766918236363,11.123057275,3.04255719615574,0.00548765985205136,0.0139429140659009,-2.92188490443089,"ALDH5A1"
"EZR",-1.10504186042425,14.2339582688462,-3.04121308655648,0.00550544086381512,0.0139770251044167,-2.92494464288798,"EZR"
"MB",-8.06482463072728,8.15312086192308,-3.04037732120048,0.00551652486066956,0.0139940935003072,-2.92684687727693,"MB"
"CNP",5.77657745139393,11.1612482246154,3.03337002735897,0.00561030010523001,0.0142207369965901,-2.94278648389613,"CNP"
"ATP6V1E1",5.54356360624241,12.2844294619231,3.02747123753102,0.00569042131124288,0.0144097506236151,-2.95619167723483,"ATP6V1E1"
"AP3D1",6.15153651024242,9.60980440038461,3.02722060201462,0.00569384973223556,0.0144097506236151,-2.95676099301174,"AP3D1"
"NUP160",5.75796162666666,3.32190093846154,3.02434680877213,0.00573330155711488,0.0144460834239843,-2.96328725444226,"NUP160"
"TATDN1",6.335848246,3.655297065,3.02417487847008,0.00573567010923891,0.0144460834239843,-2.96367761162031,"TATDN1"
"EXOSC7",6.52341423,3.76350820961538,3.02405925496182,0.00573726349202009,0.0144460834239843,-2.96394012201893,"EXOSC7"
"PPP2R5C",6.13531682666666,3.53960586153846,3.02264418627282,0.00575679857551866,0.0144460834239843,-2.96715250977427,"PPP2R5C"
"ZFAND2B",5.062978764,2.92094928692308,3.02258101194283,0.00575767218142924,0.0144460834239843,-2.96729590769109,"ZFAND2B"
"STAMBP",5.85062529466666,3.37536074692308,3.02236839421427,0.00576061329606711,0.0144460834239843,-2.96777851363537,"STAMBP"
"LANCL2",5.979335478,3.44961662192308,3.02235535895471,0.00576079365792632,0.0144460834239843,-2.96780810094708,"LANCL2"
"NUP37",6.37708006133333,3.67908465076923,3.02210704160614,0.0057642305226395,0.0144460834239843,-2.96837171829361,"NUP37"
"PBX1",6.467019634,3.73097286576923,3.02182360932201,0.00576815579588196,0.0144460834239843,-2.96901501190148,"PBX1"
"NAGLU",5.841809162,3.37027451653846,3.02174078697945,0.00576930329071148,0.0144460834239843,-2.96920298489752,"NAGLU"
"PDPR",5.45082297466666,3.14470556230769,3.02138024576975,0.00577430109511275,0.0144460834239843,-2.97002123934975,"PDPR"
"TRAF3IP3",5.57324515666666,3.21533374423077,3.0208626603272,0.0057814830770478,0.0144460834239843,-2.97119583074486,"TRAF3IP3"
"FAM169A",5.905500072,3.40701927230769,3.02072735930073,0.00578336191309307,0.0144460834239843,-2.97150286335565,"FAM169A"
"CHCHD4",5.298992072,3.05711081076923,3.0207050853979,0.00578367127204145,0.0144460834239843,-2.97155340793441,"CHCHD4"
"ATE1",6.101831378,3.52028733346154,3.0206633959063,0.00578425033376014,0.0144460834239843,-2.97164801046805,"ATE1"
"FOSL1",6.89869876666665,3.98001851923077,3.02050065284344,0.00578651134477338,0.0144460834239843,-2.97201730422635,"FOSL1"
"PTK7",6.56065735866666,3.78499463,3.02007596498974,0.00579241557036319,0.0144460834239843,-2.97298095595489,"PTK7"
"WDR81",6.14775082266666,3.54677932076923,3.01998080766809,0.00579373928534364,0.0144460834239843,-2.97319686730054,"WDR81"
"RIOX1",6.08650985133333,3.51144799115385,3.01946587645486,0.00580090741219976,0.0144473935918857,-2.97436518916222,"RIOX1"
"OVCA2",6.35681361999999,3.66739247307692,3.01922135175987,0.00580431429966998,0.0144473935918857,-2.97491995683534,"OVCA2"
"CLASP1",6.31113203133334,3.64103771038462,3.01865918462077,0.0058121540581469,0.0144473935918857,-2.97619530116175,"CLASP1"
"EPN3",5.306626006,3.06151500346154,3.01865063732104,0.005812273333476,0.0144473935918857,-2.97621469091288,"EPN3"
"ELP6",5.54803961533333,3.20079208576923,3.01760253933854,0.00582691701776599,0.0144615328232764,-2.978592136315,"ELP6"
"OSBPL11",5.90875897866666,3.40889941076923,3.01750250300078,0.00582831653547619,0.0144615328232764,-2.97881903334154,"OSBPL11"
"GLB1",6.42814753733333,3.70854665615385,3.01727637338592,0.00583148129427224,0.0144615328232764,-2.97933191570385,"GLB1"
"RBM12B",5.28365798866666,3.04826422423077,3.01620445474623,0.00584650551563597,0.0144875955209852,-2.98176288540918,"RBM12B"
"SARM1",5.864070192,3.38311741846154,3.01467317121016,0.00586803248925497,0.0145185167756509,-2.98523495031319,"SARM1"
"CD8A",5.814738708,3.35465694692308,3.01233973633469,0.00590098196710933,0.0145887913193019,-2.99052428173268,"CD8A"
"PKP2",5.476401588,3.15946245461538,3.0114852388443,0.00591309215454353,0.0146074770776984,-2.99246075216118,"PKP2"
"ELP3",5.419310276,3.12652515923077,3.0108955775501,0.00592146285394112,0.0146075305359828,-2.99379690171623,"ELP3"
"TNFAIP8L2",5.33909444473333,3.08024679503846,3.01050585780451,0.0059270014428596,0.0146075305359828,-2.99467992578813,"TNFAIP8L2"
"DOCK8",6.85526292787878,6.76546867292308,3.01036542069073,0.00592899850944451,0.0146075305359828,-2.9949981143238,"DOCK8"
"PPM1B",6.13176333363636,11.9495076257692,3.0102020859856,0.00593132199700391,0.0146075305359828,-2.99536817341339,"PPM1B"
"KDM3B",5.5715099206,3.2143326465,3.00947853906583,0.00594162514937546,0.0146216833622284,-2.9970073661162,"KDM3B"
"AMPD2",5.77418119066666,3.33125837923077,3.00537156077052,0.00600043247717083,0.0147550864515258,-3.0063082870239,"AMPD2"
"LTBP2",6.14212171066666,3.54353175615385,3.00414472301917,0.00601810702941633,0.0147872170424173,-3.00908553027807,"LTBP2"
"KYAT3",6.40938361066666,3.69772131384615,3.00263394626823,0.00603994052178789,0.0148295096667309,-3.01250482217514,"KYAT3"
"EIF2S3",5.51429793751514,12.338726205,2.99970663403286,0.00608246110350369,0.0149224905819139,-3.01912786113934,"EIF2S3"
"CNN2",5.55164731048484,12.2822093865385,2.99830611638125,0.00610290526368218,0.0149497885428673,-3.02229547791346,"CNN2"
"DMAC2L",5.52553440266666,3.18780830923077,2.99797062377933,0.00610781237763101,0.0149503965826224,-3.02305417613342,"DMAC2L"
"NUP54",5.16608917006666,2.98043605965385,2.99755977127744,0.00611382688386267,0.0149537122487159,-3.0239832433427,"NUP54"
"RFC5",5.2729701768,3.04209817892308,2.99566546163474,0.00614163109419987,0.0150102773657939,-3.0282661157363,"RFC5"
"RNASEH2A",6.73713904751515,7.51031648076923,2.991772371632,0.00619915249393153,0.0151278177589553,-3.03706413382385,"RNASEH2A"
"PRPF38A",7.31361576181818,5.54720097692308,2.98478610899674,0.00630366847814454,0.0153711794425272,-3.05283914500478,"PRPF38A"
"THRAP3",5.59508724684848,12.5128358719231,2.98424660217267,0.00631180920372248,0.0153793437621454,-3.05405664193528,"THRAP3"
"C8A",-5.86356693860607,11.3632795773077,-2.9816865188392,0.00635057578620971,0.0154620619863027,-3.05983254880833,"C8A"
"SRSF1",5.86600668963634,13.091563405,2.97898589088782,0.00639171684773548,0.0155456774900148,-3.06592304342312,"SRSF1"
"VCAN",6.43179832,3.71065287692308,2.97848001520961,0.00639945153141462,0.0155456774900148,-3.06706361554069,"VCAN"
"ARHGAP4",8.90789397163635,8.54957327538462,2.97677610828316,0.00642556950295351,0.0155855272373226,-3.07090466318252,"ARHGAP4"
"GSPT1",5.36224979072726,12.0779399757692,2.97178206349192,0.00650270681561506,0.0157607146308978,-3.082156620125,"GSPT1"
"HTT",5.497185378,3.17145310269231,2.96454962210459,0.00661598568405359,0.0160110845099004,-3.0984361643503,"HTT"
"SRSF7",5.70985862048484,12.8039226023077,2.96209829841856,0.00665480499467882,0.0160713199200964,-3.10394963631118,"SRSF7"
"SMARCC2",5.33293616424241,12.00291042,2.96202932893372,0.0066559003346239,0.0160713199200964,-3.10410473017738,"SMARCC2"
"MATR3",4.31085216454544,12.7287397163846,2.94926274385693,0.00686164052201512,0.016555642432441,-3.13278399579074,"MATR3"
"RBBP9",5.54769190739393,12.5606773323077,2.94854411441477,0.00687339997984287,0.0165715556238285,-3.1343966059238,"RBBP9"
"LSP1",5.66792505654545,11.1618178888462,2.94348718709037,0.00695669478557957,0.0167247291045023,-3.14573911643588,"LSP1"
"ACYP1",7.00327652587878,7.91611757730769,2.94313794312348,0.00696248269042482,0.0167247291045023,-3.14652211692602,"ACYP1"
"SNRPD3",-1.02757996812122,15.7101436584615,-2.94310546227401,0.00696302121789151,0.0167247291045023,-3.14659493632815,"SNRPD3"
"SMIM24",6.85160405133332,5.23350880115385,2.94283196314496,0.00696755736511583,0.0167247291045023,-3.14720808379966,"SMIM24"
"SMC2",6.66761936121212,5.11092283307692,2.94279306103558,0.00696820280857577,0.0167247291045023,-3.14729529478275,"SMC2"
"CRYL1",5.959129516,11.7578721561538,2.94038293543901,0.00700830160239919,0.0168084004798946,-3.15269725895689,"CRYL1"
"KCNB2",-7.70004628515152,4.89163953653846,-2.92630081681965,0.00724702328036379,0.017342056455397,-3.18421811752957,"KCNB2"
"SUB1",4.20507296596969,12.7844561135769,2.92114205476353,0.00733639680038997,0.0175297820792639,-3.19574712617748,"SUB1"
"LPXN",6.56056962266666,8.75095518307692,2.91799931203871,0.00739135660259849,0.0176479637929602,-3.20276585438171,"LPXN"
"LACTB2",6.57075242254545,5.04055414076923,2.91485079133017,0.00744681007879044,0.0177671476154933,-3.2097938325503,"LACTB2"
"AP1M1",7.10580117315151,9.509963935,2.91430879009997,0.00745639593986792,0.0177768013157772,-3.21100329230887,"AP1M1"
"EIF2B5",7.04866121284848,5.44368826692308,2.90832964023833,0.00756292528641632,0.0180173921634075,-3.22433836727701,"EIF2B5"
"GMFB",5.4006418710303,12.3033114892308,2.90771671376268,0.00757392709566916,0.0180302166543044,-3.22570460470634,"GMFB"
"CCDC6",6.94506571890908,7.88534345307692,2.9049919156847,0.00762302069214117,0.0181225255145261,-3.23177659657709,"CCDC6"
"SERPINB1",6.76648233460606,9.01314986115385,2.90493784495233,0.0076239979571861,0.0181225255145261,-3.23189706086294,"SERPINB1"
"PSMF1",7.04212737478787,9.47955609769231,2.90088791142396,0.00769753525599986,0.0182837828545548,-3.24091681707438,"PSMF1"
"EIF4G1",5.23377773684848,11.9884345676923,2.90010162590393,0.00771189029562656,0.018304331330374,-3.2426672728537,"EIF4G1"
"S100B",-6.89704566561818,8.35283313473077,-2.89796058630584,0.00775110785922941,0.0183838175316091,-3.24743255694773,"S100B"
"P04434",-4.95752401715152,15.8475012019231,-2.89385149760246,0.00782690582924281,0.018549882426913,-3.2565732932324,"P04434"
"PARVA",-6.40900921200001,10.1340500153846,-2.88374308548999,0.00801637813577757,0.0189569325259471,-3.27903260663842,"PARVA"
"THYN1",6.12826019696969,10.7462730153846,2.87897520052404,0.00810725180884825,0.0191577106440309,-3.28961270778654,"THYN1"
"PSAT1",5.36693633096969,12.3227677280769,2.87736293067217,0.00813820158800334,0.01921669528764,-3.29318843992258,"PSAT1"
"CENPC",3.28714557833333,1.89643014134615,2.87546607903145,0.008174757920341,0.0192809725461131,-3.29739406014243,"CENPC"
"HARS",5.39543125,12.3947739180769,2.87532724865668,0.00817743958717976,0.0192809725461131,-3.29770181531573,"HARS"
"HIKESHI",6.54215959006059,5.09626718769231,2.87472834023142,0.00818901775955523,0.0192911730506063,-3.29902937419014,"HIKESHI"
"DGKB",7.74104021581817,6.01815624807692,2.87448177085624,0.00819378898970905,0.0192911730506063,-3.29957588779585,"DGKB"
"KRT86",-4.35730933375758,13.9158286811538,-2.87044354362974,0.00827230698015415,0.0194617544716383,-3.30852320049666,"KRT86"
"FUCA1",6.58941510127271,10.6639410080769,2.86304070431989,0.00841810298840061,0.0197902509082619,-3.32490914713012,"FUCA1"
"COL6A3",-4.17387292824849,13.0852315257308,-2.85978115423881,0.00848306854058945,0.0198993666329734,-3.33211739345696,"COL6A3"
"MAPRE2",6.94922131115151,8.01194150923077,2.85977855877529,0.00848312045930435,0.0198993666329734,-3.33212313149923,"MAPRE2"
"ATP1A1",7.22573281593939,5.64985982192308,2.8575156782173,0.00852850115316372,0.0199912054057724,-3.33712491386235,"ATP1A1"
"GPD1L",-1.0237643508485,14.3487929288462,-2.85635741597604,0.00855181838039054,0.0200312300603454,-3.3396843280504,"GPD1L"
"PGM2L1",6.33677362536364,4.54470065234615,2.85483311428185,0.0085825965608131,0.0200886596379644,-3.34305179180448,"PGM2L1"
"COL6A1",-5.22767133145455,11.8931033857692,-2.85296644852607,0.0086204307083213,0.0201519478575212,-3.34717437908151,"COL6A1"
"RPL35",3.91785351272727,12.4286451067692,2.85287958133569,0.00862219520360756,0.0201519478575212,-3.34736619509094,"RPL35"
"SFN",-1.03524983248486,16.3277209930769,-2.85215257187404,0.00863697605949539,0.0201658776542805,-3.34897142851624,"SFN"
"TMA7",6.32713214072727,4.95802249,2.85196843716662,0.00864072351967459,0.0201658776542805,-3.34937796463165,"TMA7"
"CHMP6",6.40683492618181,7.41473572076923,2.84896120823506,0.00870214440819183,0.0202944632310229,-3.35601552454182,"CHMP6"
"PCYOX1",-3.95008579951516,12.5738933946154,-2.84784110727686,0.0087251274130503,0.020333285307537,-3.35848691730357,"PCYOX1"
"SIN3A",5.42309596451514,10.7690510471154,2.84361376692208,0.00881238621813699,0.0205068508876009,-3.36780974056766,"SIN3A"
"ACSS2",-4.57323056181818,1.93482831461538,-2.84323246477437,0.00882029740956352,0.0205103872371662,-3.3686503089345,"ACSS2"
"PPP2R5A",5.81000255018181,4.55585359,2.83962153571098,0.00889555069170431,0.0206703998332217,-3.37660767887962,"PPP2R5A"
"LZIC",6.63496502890908,9.05333530884615,2.83713353782867,0.00894775511523363,0.0207766614795837,-3.38208749641838,"LZIC"
"EEA1",5.93125178484848,8.10212978153846,2.836367277874,0.00896389153178534,0.0207990802064347,-3.38377469749408,"EEA1"
"KLKB1",-5.43689362545455,2.30022422615385,-2.83428950085414,0.00900778557010047,0.0208858265133327,-3.38834852638524,"KLKB1"
"COX17",6.58234406684848,5.17266356423077,2.82899675453587,0.00912051887660351,0.0211293338478879,-3.3999918504726,"COX17"
"HRAS",5.65885039351516,11.4897339926923,2.82874212523729,0.00912597591560383,0.0211293338478879,-3.4005517230823,"HRAS"
"STK4",5.14491642387878,12.0180170692308,2.827213804804,0.00915879483747096,0.0211900307378834,-3.40391162043359,"STK4"
"TMX4",6.0254287069212,4.73494582392308,2.81908978662972,0.00933513241915523,0.0215669113988979,-3.42175620649279,"TMX4"
"SH3GL1",5.0581708081212,11.7942215807692,2.81782750940755,0.00936281776880214,0.0216153109497022,-3.42452648518039,"SH3GL1"
"IGHV1-2",-7.79151645515152,9.61219138461538,-2.81645237620612,0.00939306678527009,0.0216695552220932,-3.42754372675346,"IGHV1-2"
"MYH10",-6.79339099427273,5.28681595211538,-2.81491985036897,0.00942688692779918,0.0217319541316865,-3.43090542700013,"MYH10"
"POLA2",5.56421302357576,5.14384164930769,2.81383026611587,0.00945100216492124,0.0217562883409127,-3.43329493755033,"POLA2"
"DNAJC8",5.2901860012121,12.4000316907692,2.81078958124782,0.00951860920236535,0.0218962128533265,-3.43996080953051,"DNAJC8"
"PRPSAP2",5.29788009793937,12.43110859,2.8084140974425,0.00957174406101453,0.0220026695499969,-3.44516584893421,"PRPSAP2"
"TAF15",3.98358533727272,12.7190517566923,2.80467711773441,0.00965590096624066,0.0221643678116354,-3.45334957306828,"TAF15"
"TAGLN",-3.41473961521213,14.8623247688462,-2.79972796115887,0.00976843331090932,0.0223906446390771,-3.46417928361074,"TAGLN"
"SH3KBP1",6.48873944624241,5.15985546576923,2.78980565121425,0.00999778786584167,0.0228836670909315,-3.48586158165127,"SH3KBP1"
"SOD3",-4.84138395060606,13.1291145619231,-2.78021931621059,0.010224200775415,0.023368561458908,-3.50677193742738,"SOD3"
"DDX24",5.93631616793939,9.85678186192308,2.77487228733136,0.0103525830678475,0.0236451523592332,-3.51841901766898,"DDX24"
"SULT1A1",-3.2166232229091,14.4704616338462,-2.76626702900974,0.0105623951433302,0.0241072020020958,-3.53713876864918,"SULT1A1"
"CNRIP1",-6.7000959179394,7.89882466461538,-2.75790893732713,0.0107700161571453,0.0245635976178246,-3.55529174001576,"CNRIP1"
"LCN2",-6.23104995363637,4.19220962192308,-2.75270535005306,0.0109012144644692,0.0248099271038877,-3.56657887584531,"LCN2"
"TRIM4",5.57463736393939,15.6916326134615,2.74383512631398,0.0111283389078282,0.025290962857805,-3.58579345830123,"TRIM4"
"HMGN4",-5.68269892139395,13.1546331757692,-2.74216445199172,0.0111716129143977,0.0253713417142974,-3.58940879131318,"HMGN4"
"UNC13D",6.37105950709091,6.028606405,2.73833796573785,0.0112713250847287,0.025579690379699,-3.59768490322036,"UNC13D"
"RPL14",4.76728066030303,13.0427704834615,2.73374577300056,0.0113920969370488,0.025817259230925,-3.60760903575273,"RPL14"
"SH3BGRL2",-4.501808146,12.3291068626923,-2.73240457235584,0.0114275989512044,0.025879438979827,-3.61050582010052,"SH3BGRL2"
"APOL1",-6.16432148109091,3.46115779307692,-2.7231665589302,0.0116749761606883,0.0264210144567339,-3.63043793198254,"APOL1"
"DCTN1",4.82811165236362,11.6572139938462,2.71300520736744,0.0119528943962029,0.027030893669778,-3.65232059979117,"DCTN1"
"YKT6",5.10513899636363,12.3126482415385,2.70921108455608,0.0120582518354745,0.0272499508028434,-3.66048007017979,"YKT6"
"HLA-B",5.30407014999999,12.4595525211538,2.70513833239892,0.0121723177043832,0.0274883655970202,-3.6692319156698,"HLA-B"
"LCK",7.00074623357576,6.68730241692308,2.70339078282529,0.0122215717500308,0.0275801854752804,-3.6729850119505,"LCK"
"C8G",-6.08581682442425,10.1736128811538,-2.69836896904807,0.0123641542229803,0.0278627604645673,-3.68376274595703,"C8G"
"DNM1L",4.51317916224241,12.7304240580769,2.69565753621937,0.0124417871902642,0.0279983836560714,-3.68957747726286,"DNM1L"
"LYPLA1",5.19678049854544,12.4979448507692,2.68988475958487,0.0126085993760327,0.0283538860530405,-3.70194678712896,"LYPLA1"
"LAMTOR3",5.88951332963635,9.97900263807692,2.68767768268209,0.0126729290617328,0.0284785919881657,-3.70667208282284,"LAMTOR3"
"MPI",4.89205361666665,11.866502965,2.68486613817858,0.0127553235169644,0.0286436901091243,-3.71268847604239,"MPI"
"AMDHD2",4.80670166072726,11.6503204992308,2.68038223159222,0.0128877690548438,0.0289208747531424,-3.72227644755239,"AMDHD2"
"LRP1",-6.39149319249697,5.57165437761538,-2.67941933417169,0.0129163789411634,0.028964821818444,-3.7243342794786,"LRP1"
"MPO",-6.67733539206061,5.47576713269231,-2.67456009683216,0.0130616694887961,0.0292497539354827,-3.73471291843605,"MPO"
"PPP4C",6.15912435169697,5.92543652576923,2.6737274687132,0.0130867183094598,0.0292854107775848,-3.73649026054962,"PPP4C"
